company,title,sector,location,career,education,category
(주)디엠씨미디어,[디엠씨미디어] 데이터컨설턴트(Junior) 채용,기술지원데이터분석가데이터엔지니어데이터시각화모델링 외,서울 강남구,1 ~ 3년 · 정규직,대학교(4년)↑,Data Analysis
(주)유한크로락스,"IT지원 (SAP ERP, MES, BI, Project Leading)",기술지원데이터분석가데이터엔지니어백엔드/서버개발앱개발 외,서울 마포구,4 ~ 6년 · 정규직,대학교(4년)↑,Data Analysis
(주)린솔,[린솔] 백엔드 웹서버 개발자 모집,데이터분석가백엔드/서버개발딥러닝머신러닝AI(인공지능),서울 마포구,신입 · 경력 · 정규직,대학교(4년)↑,Data Analysis
(주)이지서티,[이지서티] 패키지 SW 솔루션 엔지니어 경력,기술지원데이터분석가데이터엔지니어백엔드/서버개발웹개발 외,서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)인졀미,AI 연구원/개발자 - 영상 기반 AI 모델 개발 (학사 경력/석사급),데이터분석가데이터엔지니어AI(인공지능)데이터 사이언티스트,서울 서초구,2 ~ 7년 · 정규직,대학교(4년)↑,Data Analysis
(주)스페이스점프,(주)스페이스점프 AI 엔지니어 모집,데이터분석가데이터엔지니어백엔드/서버개발핀테크AI(인공지능) 외,서울 광진구,경력무관 · 정규직,학력무관,Data Analysis
지머니트랜스(주),[지머니트랜스] 데이터 분석가,데이터분석가데이터엔지니어데이터 사이언티스트,서울 종로구 외,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)코니바이에린,[재택근무] 데이터 엔지니어,데이터분석가데이터엔지니어백엔드/서버개발유지보수DBA 외,서울 성동구,5 ~ 12년 · 정규직,학력무관,Data Analysis
(주)두올테크,[개발] 웹 기반 3D 뷰어 시스템 개발자 모집,데이터엔지니어백엔드/서버개발웹개발유지보수IT컨설팅 외,서울 영등포구,경력 3년↑ · 정규직,"대학(2,3년)↑",Data Engineer
(주)와이씨코퍼레이션,산업 IoT 및 스마트팩토리(MES) 개발자 채용 #왕십리-도보3분,데이터분석가데이터엔지니어백엔드/서버개발앱개발웹개발 외,서울 성동구,경력무관 · 정규직,학력무관,Data Analysis
(주)맥케이,"(주)맥케이 2026년 기술개발본부 연구&amp;개발 채용(Web, AI)",딥러닝머신러닝모델링신경망NLP(자연어처리) 외,서울 강서구,경력무관 · 정규직,학력무관,Deep Learning
(주)트라이업,[트라이업] QA 담당자 채용,게임개발기술지원데이터분석가데이터엔지니어백엔드/서버개발 외,서울 강남구,경력 7년↑ · 정규직,학력무관,Data Analysis
(주)유스바이오글로벌,(주)유스바이오글로벌에서 파이썬 기반 의료영상 AI개발자 찾고 있어요,데이터분석가데이터엔지니어백엔드/서버개발API데이터 사이언티스트,서울 구로구,신입 · 경력 · 정규직,학력무관,Data Analysis
(주)트라이업,[트라이업] 웹 백엔드 개발자 모집(정규직/계약직),게임개발기술지원데이터분석가데이터엔지니어백엔드/서버개발 외,서울 강남구,경력 7년↑ · 정규직 외,학력무관,Data Analysis
(주)케이씨넷,[케이씨넷] 공공 빅데이터 플랫폼 개발자 채용공고,데이터분석가데이터엔지니어ICT컨설팅데이터마이닝데이터시각화 외,서울 금천구,경력 12년↑ · 계약직,대학교(4년)↑,Data Analysis
(주)데이터마케팅코리아,AI·데이터 컨설턴트 (경력 3년 이상 7년 미만),데이터분석가데이터엔지니어IT컨설팅데이터마이닝데이터시각화 외,서울전체 외,3 ~ 7년 · 정규직 외,대학교(4년)↑,Data Analysis
(주)비투엔,[비투엔] 각 부문 경력직 채용,데이터분석가데이터엔지니어SI개발AI(인공지능)영업관리 외,서울 영등포구,경력 2년↑ · 정규직,"대학(2,3년)↑",Data Analysis
(주)이노션,[이노션] 데이터 분석 및 컨설팅 (Junior) (상시채용 인재풀),데이터분석가데이터엔지니어데이터분석데이터 사이언티스트,서울 강남구,경력 1년↑ · 계약직,"대학(2,3년)↑",Data Analysis
사카드코리아주식회사,Data Engineer,데이터분석가데이터엔지니어데이터 사이언티스트,서울 영등포구,5 ~ 10년 · 정규직,대학교(4년)↑,Data Analysis
(주)파인더스,[경력] AI기반 시계열 데이터 분석,데이터분석가머신러닝AI(인공지능)PythonPytorch 외,서울 강남구,경력 2년↑ · 정규직,대학교(4년)↑,Data Analysis
씨앤토트(주),클라우드 기반 데이터 사업 기술영업 (경력),데이터분석가데이터엔지니어IT컨설팅데이터시각화모델링 외,서울 서초구,3 ~ 20년 · 정규직,"대학(2,3년)↑",Data Analysis
씨앤토트(주),"Bigdata, 데이터 엔지니어 모집 (경력)",데이터분석가데이터엔지니어DBAIT컨설팅ICT컨설팅 외,서울 서초구,3 ~ 20년 · 정규직,"대학(2,3년)↑",Data Analysis
주식회사 빅밸류,[빅밸류] AI에이전트 연구원 모집 (전문연구요원),데이터엔지니어딥러닝알고리즘AI(인공지능)Python 외,서울 성동구,경력무관 · 병역특례,학력무관,Data Engineer
글로벌주식회사,[글로벌주식회사] 기술 운영 지원 Technical Ops Assistant 채용,기술지원데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅 외,서울 서초구,경력무관 · 파트 외,대학교(4년)↑,Data Analysis
고등기술연구원연구조합,연구직 인력 모집공고,데이터분석가딥러닝머신러닝빅데이터AI(인공지능) 외,서울전체 외,경력무관 · 정규직 외,대학교(4년)↑,Data Analysis
(주)경보제약,경보제약 신입/경력 수시 채용,데이터분석가데이터엔지니어빅데이터AI(인공지능)제약QA 외,서울전체 외,신입 · 경력 · 정규직 외,학력무관,Data Analysis
(주)인투알,2026년 ㈜인투알 각 부문별 수시채용,데이터분석가데이터엔지니어백엔드/서버개발웹개발유지보수 외,경기 김포시 외,경력무관 · 정규직,학력무관,Data Analysis
(주)데이터메이커,[유연/재택근무 가능] AI 백엔드 개발자 채용,기술지원데이터엔지니어백엔드/서버개발유지보수프론트엔드 외,서울전체 외,경력 3년↑ · 정규직 외,학력무관,Data Engineer
한화에어로스페이스(주),대규모 신입사원 채용(사업운영실 제조/생산기술_공학계열_DATA),데이터분석가데이터엔지니어데이터분석생산기술데이터 사이언티스트,서울전체,신입 · 정규직,대학교(4년)↑,Data Analysis
(주)이노스페이스,2026 이노스페이스 신입/경력 수시채용,기술지원데이터분석가데이터엔지니어백엔드/서버개발유지보수 외,서울전체 외,신입 · 경력 · 정규직 외,학력무관,Data Analysis
한화오션(주),2026 하반기 신입사원 채용 (연구개발-자율운항연구),데이터분석가데이터엔지니어자율주행C#C++ 외,서울전체,신입 · 정규직 외,석사↑,Data Analysis
(주)삼천리모터스,"[삼천리 그룹] (군포-본사) AS운영-IT, 총무 인재 모집",기술지원데이터분석가데이터엔지니어유지보수정보보안 외,서울전체 외,경력무관 · 정규직,학력무관,Data Analysis
아이헤이트플라잉버그스(주),[신입 가능 / 전환금 100만원] 수학 코칭 선생님,데이터분석가데이터엔지니어AI(인공지능)더존사무직 외,서울 영등포구 외,경력무관 · 정규직 외,학력무관,Data Analysis
(주)씨에이에스,(주)씨에이에스 하반기 통합채용,데이터분석가데이터엔지니어보안컨설팅앱개발웹개발 외,서울 금천구,경력무관 · 정규직,학력무관,Data Analysis
(주)바이다,[바이다] 영상 신호처리 엔지니어 경력직 채용,딥러닝머신러닝알고리즘영상처리C++ 외,서울전체 외,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
워크핏(주),워크핏(주) 기업부설연구소 업무담당자를 찾고 있어요,데이터분석가백엔드/서버개발웹개발머신러닝빅데이터 외,서울전체 외,경력 5년↑ · 정규직,대학교(4년)↑,Data Analysis
(주)아이벡스,[전문연구요원 가능] 딥러닝 리서치 엔지니어,딥러닝데이터 사이언티스트,서울 서초구,10 ~ 15년 · 정규직 외,대학교(4년)↑,Deep Learning
(주)뷰런테크놀로지,AI Engineer(E2E 자율주행),딥러닝머신러닝알고리즘자율주행S/W 외,서울 서초구 외,1 ~ 10년 · 정규직,대학교(4년)↑,Deep Learning
바즈바이오메딕(주),[바즈바이오메딕] 미용 의료기기 소프트웨어 전문연구요원 채용,네트워크딥러닝솔루션알고리즘S/W 외,서울 강남구,신입 · 경력 · 병역특례,석사↑,Deep Learning
(주)에너자이,AI 최적화 Researcher,딥러닝머신러닝음성인식이미지프로세싱자율주행 외,서울 강남구 외,1 ~ 15년 · 정규직,대학교(4년)↑,Deep Learning
(주)에너자이,AI 컴파일러 엔지니어,딥러닝머신러닝음성인식이미지프로세싱자율주행 외,서울 강남구 외,1 ~ 15년 · 정규직,대학교(4년)↑,Deep Learning
(주)에너자이,ML Engineer/Researcher,딥러닝머신러닝음성인식이미지프로세싱자율주행 외,서울 강남구 외,1 ~ 15년 · 정규직,대학교(4년)↑,Deep Learning
미래아이티(주),미래아이티(주) 딥러닝 학습 및 AI 기반 응용/웹 개발 채용 공고,웹개발딥러닝머신러닝빅데이터신경망 외,서울 송파구,신입 · 경력 · 정규직,대학교(4년)↑,Deep Learning
(주)넥스인테크놀로지,AI Core Engineer -  OCR &amp; Vision,딥러닝머신러닝챗봇NLP(자연어처리)AI(인공지능),서울 중구,신입 · 경력 · 정규직,학력무관,Deep Learning
의료영상 기반 AI 머신러닝 엔지니어 (Computer Vision) 채용,의료영상 기반 AI 머신러닝 엔지니어 (Computer Vision) 채용,백엔드/서버개발프론트엔드네트워크딥러닝머신러닝 외,서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)오비이랩 AI·빅데이터 연구인력 채용,(주)오비이랩 AI·빅데이터 연구인력 채용,딥러닝머신러닝빅데이터알고리즘클라우드 외,서울 강남구,5 ~ 10년 · 정규직 외,박사,Deep Learning
(주)이노크라스코리아,AI Team Lead,딥러닝머신러닝클라우드AI(인공지능),서울 서초구,경력 5년↑ · 정규직,석사↑,Deep Learning
(주)오가노플러스,[서울]오가노플러스 AI · Bioinformatics 연구개발 인력 채용,딥러닝머신러닝PytorchR&DR&D기획 외,서울 강남구,신입 · 경력 · 정규직,대학교(4년)↑,Deep Learning
[트라이닷] AI 개발자 - 모델 개발·AWS 서빙 (경력 2년 이상),[트라이닷] AI 개발자 - 모델 개발·AWS 서빙 (경력 2년 이상),딥러닝머신러닝클라우드APIAI(인공지능) 외,서울 강남구,경력 2년↑ · 정규직,학력무관,Deep Learning
(주)디오,(주)디오 인공지능(AI) 및 머신러닝(ML) 엔지니어 담당자 채용,딥러닝머신러닝컴퓨터비전PytorchTensorflow 외,서울 강서구,경력 7년↑ · 정규직,대학교(4년)↑,Deep Learning
(주)심네트,"국방분야 전문 분석관 모집(IT, 데이터 분석)",데이터분석가데이터엔지니어데이터마이닝데이터시각화빅데이터 외,서울 용산구,신입 · 정규직,대학교(4년)↑,Data Analysis
(주)코어로보틱스,(주)코어로보틱스 설비 진단 기술 연구 개발 채용 공고,데이터분석가머신러닝AI(인공지능)PythonTensorflow 외,서울 서초구,경력무관 · 정규직,대학교(4년)↑,Data Analysis
아티스시스템(주),개발자 채용[Python 기반 데이터·AI 개발 및 웹 화면 구현],SE(시스템엔지니어)SI개발딥러닝머신러닝S/W 외,서울 금천구,경력무관 · 정규직 외,대학교(4년)↑,Deep Learning
(주)일루니,AI 애플리케이션 엔지니어 모집,백엔드/서버개발SE(시스템엔지니어)딥러닝머신러닝알고리즘 외,서울 서초구,신입 · 경력 · 정규직,대학교(4년)↑,Deep Learning
주식회사 몹티콘,인공지능 객체 인식 SW 개발자 모집 공고,딥러닝머신러닝S/WC++C언어,서울 구로구,신입 · 경력 · 정규직,대학교(4년)↑,Deep Learning
(주)디윅스,(주)디윅스 기술연구원 경력 채용 (5년이상),백엔드/서버개발검색엔진딥러닝머신러닝모델링 외,서울 강남구,경력 5년↑ · 정규직,학력무관,Deep Learning
(주)마리나체인,[마리나체인] AI 엔지니어 채용,데이터엔지니어머신러닝AI(인공지능),서울 서초구,경력 2년↑ · 정규직,대학교(4년)↑,Data Engineer
(주)마디,[(주)MADI] 생성모델 기반 의료 디지털 트윈 AI 개발자 모집,딥러닝머신러닝AI(인공지능)PythonPytorch,서울 강남구,경력무관 · 정규직,대학교(4년)↑,Deep Learning
(주)쓰리빌리언,[쓰리빌리언] AI Engineer (신약개발),데이터시각화딥러닝머신러닝알고리즘AI(인공지능),서울 강남구,경력무관 · 정규직,석사↑,Deep Learning
어니컴(주),[어니컴(주)] 데이터 분석 서비스 개발자 모집 (경력 무관),데이터분석가백엔드/서버개발앱개발데이터마이닝데이터시각화 외,서울 용산구,경력무관 · 정규직,대학교(4년)↑,Data Analysis
이뮤노바이옴(주),이뮤노바이옴 AI 연구센터 연구원 채용,딥러닝머신러닝모델링생명과학AI(인공지능),서울 송파구,경력(년수무관) · 정규직,박사,Deep Learning
